hotel,datetime,tempmax,tempmin,temp,precip,precipprob,windgust,windspeed,conditions,cloudcover
Resort Hotel,2016-07-25,33.3,24.0,28.5,0.0,0,42.5,28.2,Clear,0.0
Resort Hotel,2016-07-26,31.2,24.3,27.6,0.0,0,0.0,22.0,Clear,0.0
Resort Hotel,2016-07-27,27.2,19.8,24.4,0.0,0,0.0,16.4,Clear,0.0
Resort Hotel,2016-07-28,27.2,21.2,24.0,0.0,0,0.0,22.0,Clear,11.7
Resort Hotel,2016-07-29,28.0,20.5,23.5,0.0,0,0.0,25.6,Partially cloudy,39.4
Resort Hotel,2016-07-30,24.0,20.2,22.3,0.0,0,0.0,30.9,Partially cloudy,56.9
Resort Hotel,2016-07-31,31.8,18.8,24.4,0.0,0,0.0,19.3,Clear,11.6
Resort Hotel,2016-08-01,30.0,19.5,25.9,0.0,0,0.0,23.7,Clear,0.0
Resort Hotel,2016-08-02,26.8,22.2,24.5,0.0,0,0.0,14.6,Clear,0.0
Resort Hotel,2016-08-03,29.8,20.3,24.6,0.0,0,0.0,17.5,Clear,0.0
Resort Hotel,2016-08-04,36.3,21.2,27.7,0.0,0,0.0,26.5,Clear,2.6
Resort Hotel,2016-08-05,32.3,21.0,25.3,0.0,0,0.0,22.8,Partially cloudy,25.5
Resort Hotel,2016-08-06,31.0,23.0,27.3,0.0,0,0.0,26.4,Clear,0.0
Resort Hotel,2016-08-07,31.0,25.0,27.9,0.0,0,29.5,29.2,Clear,0.0
Resort Hotel,2016-08-08,33.5,24.2,27.8,0.0,0,0.0,27.3,Clear,0.0
Resort Hotel,2016-08-09,30.7,24.0,26.8,0.0,0,0.0,24.4,Clear,0.0
Resort Hotel,2016-08-10,27.2,21.0,25.2,0.0,0,0.0,24.6,Clear,15.1
Resort Hotel,2016-08-11,30.5,23.0,26.8,0.0,0,0.0,29.1,Clear,0.0
Resort Hotel,2016-08-12,30.2,23.5,27.0,0.0,0,40.7,34.7,Clear,0.0
Resort Hotel,2016-08-13,30.0,22.2,26.5,0.0,0,0.0,28.2,Clear,0.0
Resort Hotel,2016-08-14,28.2,21.0,25.6,0.0,0,0.0,18.2,Clear,0.0
Resort Hotel,2016-08-15,28.8,23.0,25.5,0.0,0,0.0,13.7,Partially cloudy,35.7
Resort Hotel,2016-08-16,27.5,22.0,25.2,0.0,0,0.0,22.0,Clear,14.3
Resort Hotel,2016-08-17,30.8,21.3,25.5,0.0,0,0.0,33.0,Partially cloudy,37.3
Resort Hotel,2016-08-18,29.0,20.0,24.6,0.0,0,0.0,27.3,Partially cloudy,25.1
Resort Hotel,2016-08-19,30.3,20.0,25.0,0.0,0,0.0,37.4,Clear,11.4
Resort Hotel,2016-08-20,33.0,22.0,26.2,0.0,0,33.5,30.3,Clear,6.1
Resort Hotel,2016-08-21,26.2,19.8,23.3,0.0,0,0.0,16.4,Clear,0.0
Resort Hotel,2016-08-22,30.5,21.3,26.8,0.0,0,33.5,29.2,Clear,0.0
Resort Hotel,2016-08-23,31.5,23.2,27.7,0.0,0,0.0,27.3,Clear,7.3
Resort Hotel,2016-08-24,30.1,24.2,26.6,0.0,0,33.5,30.0,Clear,1.2
Resort Hotel,2016-08-25,30.0,22.8,26.6,0.0,0,29.5,30.0,Clear,11.3
Resort Hotel,2016-08-26,30.2,24.0,26.5,0.0,0,0.0,29.1,Clear,9.0
Resort Hotel,2016-08-27,29.0,23.8,25.8,0.0,0,0.0,21.0,Clear,9.7
Resort Hotel,2016-08-28,32.0,22.5,26.7,0.0,0,0.0,17.3,Clear,1.0
Resort Hotel,2016-08-29,30.8,23.0,27.3,0.0,0,0.0,29.2,Clear,17.8
Resort Hotel,2016-08-30,28.3,19.9,24.0,0.0,0,0.0,33.7,Clear,5.3
Resort Hotel,2016-08-31,24.5,18.2,22.2,0.0,0,0.0,17.5,Clear,11.1
Resort Hotel,2016-09-01,29.0,21.5,25.3,0.0,0,25.9,19.9,Clear,19.5
Resort Hotel,2016-09-02,30.0,23.3,26.2,0.0,0,0.0,18.2,Clear,0.0
Resort Hotel,2016-09-03,32.0,23.2,27.0,0.0,0,0.0,22.0,Partially cloudy,22.1
Resort Hotel,2016-09-04,32.3,25.5,28.8,0.0,0,0.0,27.3,Partially cloudy,25.6
Resort Hotel,2016-09-05,33.5,24.0,28.5,0.0,0,0.0,19.9,Partially cloudy,29.0
Resort Hotel,2016-09-06,32.3,23.0,28.0,0.0,0,0.0,22.0,Clear,18.6
Resort Hotel,2016-09-07,26.8,22.3,24.8,0.0,0,0.0,28.2,Clear,12.2
Resort Hotel,2016-09-08,29.2,21.0,24.4,0.0,0,0.0,32.0,Clear,16.6
Resort Hotel,2016-09-09,29.0,17.8,22.6,0.0,0,0.0,29.2,Clear,8.0
Resort Hotel,2016-09-10,28.8,19.2,24.0,0.0,0,0.0,25.9,Clear,10.8
Resort Hotel,2016-09-11,25.2,19.5,23.0,0.0,0,0.0,14.6,Partially cloudy,35.3
Resort Hotel,2016-09-12,27.0,19.0,22.4,0.0,0,0.0,24.6,Partially cloudy,44.6
Resort Hotel,2016-09-13,26.3,18.8,22.3,8.9,100,0.0,30.3,"Rain, Partially cloudy",55.5
Resort Hotel,2016-09-14,24.3,15.8,19.6,0.0,0,0.0,27.4,Partially cloudy,40.7
Resort Hotel,2016-09-15,26.0,15.0,19.8,0.0,0,0.0,27.4,Clear,18.5
Resort Hotel,2016-09-16,24.0,17.0,20.4,0.0,0,0.0,17.3,Clear,0.0
Resort Hotel,2016-09-17,29.2,18.3,23.6,0.0,0,38.9,24.6,Clear,1.7
Resort Hotel,2016-09-18,27.2,19.2,22.9,0.0,0,0.0,17.3,Clear,2.1
Resort Hotel,2016-09-19,25.5,19.0,22.1,0.0,0,0.0,30.0,Partially cloudy,42.8
Resort Hotel,2016-09-20,22.0,18.2,19.8,0.0,0,0.0,13.0,Partially cloudy,56.3
Resort Hotel,2016-09-21,22.0,15.5,19.3,0.0,0,0.0,19.7,Clear,4.7
Resort Hotel,2016-09-22,23.0,16.0,19.8,0.0,0,0.0,25.6,Clear,16.8
Resort Hotel,2016-09-23,23.0,16.3,19.9,0.0,0,0.0,18.4,Clear,0.0
Resort Hotel,2016-09-24,24.5,16.0,21.0,0.0,0,0.0,20.2,Clear,17.5
Resort Hotel,2016-09-25,24.8,18.0,22.1,0.0,0,0.0,18.2,Partially cloudy,57.3
Resort Hotel,2016-09-26,24.5,20.6,22.8,0.0,0,0.0,19.9,Partially cloudy,74.6
Resort Hotel,2016-09-27,28.3,20.3,25.0,0.0,0,0.0,23.9,Clear,0.4
Resort Hotel,2016-09-28,27.0,20.5,24.0,0.0,0,0.0,24.6,Clear,1.6
Resort Hotel,2016-09-29,29.3,20.0,24.4,0.0,0,40.7,28.2,Clear,7.5
Resort Hotel,2016-09-30,26.2,20.2,23.4,0.0,0,0.0,22.8,Clear,1.5
Resort Hotel,2016-10-01,26.0,19.3,22.3,0.0,0,0.0,17.3,Partially cloudy,29.9
Resort Hotel,2016-10-02,23.5,18.0,21.1,0.0,0,0.0,22.0,Partially cloudy,20.4
Resort Hotel,2016-10-03,23.2,16.5,20.4,0.0,0,0.0,15.8,Partially cloudy,61.7
Resort Hotel,2016-10-04,25.3,16.5,21.6,0.0,0,0.0,22.0,Clear,12.0
Resort Hotel,2016-10-05,25.3,18.7,21.9,0.0,0,0.0,19.3,Clear,5.0
Resort Hotel,2016-10-06,25.0,18.5,21.4,0.0,0,0.0,15.5,Clear,10.6
Resort Hotel,2016-10-07,23.3,15.2,20.0,0.0,0,0.0,15.5,Partially cloudy,31.7
Resort Hotel,2016-10-08,24.8,15.0,20.9,0.0,0,0.0,19.3,Partially cloudy,32.9
Resort Hotel,2016-10-09,23.8,15.0,19.2,0.0,0,0.0,32.0,Partially cloudy,27.7
Resort Hotel,2016-10-10,21.0,12.8,17.6,0.0,0,0.0,19.9,Clear,1.6
Resort Hotel,2016-10-11,22.0,14.8,18.3,0.0,0,0.0,35.6,Clear,8.8
Resort Hotel,2016-10-12,20.0,17.8,18.9,3.716,100,0.0,28.2,"Rain, Partially cloudy",59.9
Resort Hotel,2016-10-13,21.8,13.8,17.6,0.3,100,0.0,30.0,"Rain, Partially cloudy",34.8
Resort Hotel,2016-10-14,21.5,14.0,17.7,0.0,0,0.0,27.3,Clear,7.4
Resort Hotel,2016-10-15,20.3,11.7,16.7,0.0,0,0.0,14.6,Partially cloudy,21.7
Resort Hotel,2016-10-16,21.8,12.9,17.5,0.0,0,0.0,22.0,Partially cloudy,46.8
Resort Hotel,2016-10-17,22.6,16.0,19.2,0.0,0,0.0,14.6,Partially cloudy,48.0
Resort Hotel,2016-10-18,26.8,18.2,21.9,0.0,0,0.0,18.2,Partially cloudy,79.2
Resort Hotel,2016-10-19,24.0,18.2,21.5,0.0,0,29.5,18.2,Partially cloudy,77.4
Resort Hotel,2016-10-20,22.0,17.0,19.6,0.0,0,0.0,15.5,Partially cloudy,51.7
Resort Hotel,2016-10-21,21.0,15.5,18.5,2.7,100,0.0,15.5,"Rain, Partially cloudy",61.6
Resort Hotel,2016-10-22,22.2,18.0,20.2,9.6,100,0.0,29.2,"Rain, Partially cloudy",62.7
Resort Hotel,2016-10-23,20.8,16.8,18.7,6.216,100,0.0,34.7,"Rain, Partially cloudy",62.8
Resort Hotel,2016-10-24,20.0,15.0,17.5,41.882,100,0.0,28.7,"Rain, Partially cloudy",64.0
Resort Hotel,2016-10-25,22.0,18.0,19.7,8.0,100,0.0,30.3,"Rain, Partially cloudy",73.7
Resort Hotel,2016-10-26,25.7,19.3,22.5,0.1,100,0.0,21.7,"Rain, Partially cloudy",87.8
Resort Hotel,2016-10-27,25.0,21.8,23.5,0.0,0,44.6,29.1,Partially cloudy,87.8
Resort Hotel,2016-10-28,25.8,20.2,22.3,0.0,0,44.6,35.6,Partially cloudy,68.7
Resort Hotel,2016-10-29,23.3,19.0,21.1,0.0,0,46.4,28.2,Partially cloudy,87.3
Resort Hotel,2016-10-30,23.0,16.3,19.6,0.0,0,38.9,23.7,Partially cloudy,53.4
Resort Hotel,2016-10-31,22.0,17.0,19.4,0.0,0,0.0,28.2,Partially cloudy,42.9
Resort Hotel,2016-11-01,22.6,19.0,20.5,0.0,0,0.0,30.0,Partially cloudy,59.2
Resort Hotel,2016-11-02,21.8,17.8,19.4,0.0,0,0.0,24.6,Partially cloudy,64.5
Resort Hotel,2016-11-03,21.8,16.5,19.2,0.3,100,0.0,25.9,"Rain, Partially cloudy",48.7
Resort Hotel,2016-11-04,21.2,19.0,20.0,2.6,100,50.0,39.2,"Rain, Partially cloudy",59.5
Resort Hotel,2016-11-05,21.6,15.0,18.8,1.4,100,0.0,32.0,"Rain, Partially cloudy",41.1
Resort Hotel,2016-11-06,19.0,10.8,14.9,0.0,0,0.0,15.8,Partially cloudy,38.1
Resort Hotel,2016-11-07,18.0,9.8,13.4,0.0,0,0.0,26.5,Clear,16.7
Resort Hotel,2016-11-08,19.0,8.3,13.0,0.0,0,0.0,18.4,Clear,6.2
Resort Hotel,2016-11-09,20.0,8.0,15.0,0.0,0,0.0,27.7,Partially cloudy,62.0
Resort Hotel,2016-11-10,19.8,12.0,15.7,0.0,0,0.0,19.3,Partially cloudy,25.3
Resort Hotel,2016-11-11,18.8,10.2,14.7,0.0,0,0.0,15.5,Partially cloudy,52.4
Resort Hotel,2016-11-12,22.0,11.2,16.0,0.0,0,0.0,18.2,Partially cloudy,47.9
Resort Hotel,2016-11-13,20.0,13.5,16.6,0.0,0,0.0,21.0,Partially cloudy,49.4
Resort Hotel,2016-11-14,22.0,12.2,16.7,0.0,0,0.0,24.6,Clear,0.0
Resort Hotel,2016-11-15,20.0,14.0,16.6,0.0,0,37.1,30.3,Clear,0.2
Resort Hotel,2016-11-16,20.0,13.3,16.2,0.0,0,40.7,23.8,Clear,0.0
Resort Hotel,2016-11-17,19.2,10.0,15.0,0.0,0,0.0,18.2,Partially cloudy,20.5
Resort Hotel,2016-11-18,20.3,10.5,15.2,0.0,0,0.0,22.0,Partially cloudy,40.8
Resort Hotel,2016-11-19,19.2,11.5,15.3,0.0,0,0.0,24.6,Partially cloudy,34.2
Resort Hotel,2016-11-20,19.2,17.0,17.9,15.8,100,55.4,34.8,"Rain, Partially cloudy",88.0
Resort Hotel,2016-11-21,18.8,12.3,16.3,9.9,100,0.0,39.2,"Rain, Partially cloudy",69.6
Resort Hotel,2016-11-22,16.2,9.8,12.5,1.1,100,0.0,16.6,"Rain, Partially cloudy",49.5
Resort Hotel,2016-11-23,15.2,6.7,10.9,0.0,0,0.0,20.2,Partially cloudy,45.6
Resort Hotel,2016-11-24,15.8,7.3,11.2,0.1,100,0.0,23.7,"Rain, Partially cloudy",41.0
Resort Hotel,2016-11-25,17.3,10.8,14.7,2.452,100,50.4,30.9,"Rain, Partially cloudy",50.6
Resort Hotel,2016-11-26,17.8,9.8,13.2,18.0,100,0.0,24.1,"Rain, Partially cloudy",66.8
Resort Hotel,2016-11-27,16.9,11.0,13.2,23.516,100,0.0,23.8,"Rain, Partially cloudy",55.4
Resort Hotel,2016-11-28,17.2,9.0,13.1,0.0,0,0.0,19.9,Partially cloudy,30.5
Resort Hotel,2016-11-29,16.8,12.8,14.8,0.3,100,0.0,38.3,"Rain, Partially cloudy",69.3
Resort Hotel,2016-11-30,18.8,16.0,17.5,0.0,0,0.0,44.9,Partially cloudy,87.7
Resort Hotel,2016-12-01,18.3,13.8,15.6,35.3,100,0.0,28.2,"Rain, Partially cloudy",73.6
Resort Hotel,2016-12-02,17.0,13.0,15.0,8.0,100,40.7,25.6,"Rain, Partially cloudy",69.3
Resort Hotel,2016-12-03,18.6,15.8,17.4,20.2,100,0.0,38.3,"Rain, Partially cloudy",64.6
Resort Hotel,2016-12-04,18.0,15.8,17.2,14.948,100,0.0,30.9,"Rain, Partially cloudy",64.9
Resort Hotel,2016-12-05,21.0,15.0,16.7,1.7,100,0.0,29.2,"Rain, Partially cloudy",70.8
Resort Hotel,2016-12-06,19.0,12.0,15.6,0.0,0,31.7,20.2,Partially cloudy,31.5
Resort Hotel,2016-12-07,18.8,14.0,16.0,0.0,0,0.0,28.2,Partially cloudy,66.5
Resort Hotel,2016-12-08,17.8,13.0,15.8,0.0,0,0.0,44.6,Partially cloudy,54.0
Resort Hotel,2016-12-09,19.2,15.0,16.9,0.0,0,0.0,35.6,Partially cloudy,62.0
Resort Hotel,2016-12-10,18.0,14.0,16.4,0.0,0,0.0,19.9,Partially cloudy,56.6
Resort Hotel,2016-12-11,17.8,12.3,14.7,0.0,0,0.0,18.2,Partially cloudy,23.9
Resort Hotel,2016-12-12,17.8,10.5,13.8,0.0,0,0.0,11.0,Clear,12.7
Resort Hotel,2016-12-13,16.0,11.0,13.3,0.0,0,0.0,18.2,Partially cloudy,37.5
Resort Hotel,2016-12-14,17.0,11.8,14.8,9.0,100,57.6,29.5,"Rain, Partially cloudy",46.2
Resort Hotel,2016-12-15,15.8,9.0,12.7,5.2,100,59.4,41.0,"Rain, Partially cloudy",50.0
Resort Hotel,2016-12-16,14.0,9.0,11.5,0.4,100,0.0,32.0,"Rain, Partially cloudy",54.4
Resort Hotel,2016-12-17,17.8,9.8,13.0,0.0,0,0.0,29.1,Partially cloudy,39.3
Resort Hotel,2016-12-18,17.2,12.5,14.6,0.0,0,0.0,35.6,Partially cloudy,51.7
Resort Hotel,2016-12-19,17.0,8.8,12.6,0.0,0,42.5,22.0,Partially cloudy,24.7
Resort Hotel,2016-12-20,16.0,6.6,10.8,0.0,0,0.0,17.3,Clear,4.2
Resort Hotel,2016-12-21,15.3,6.1,11.0,0.0,0,0.0,11.9,Clear,13.8
Resort Hotel,2016-12-22,17.0,10.1,13.5,0.0,0,0.0,20.5,Partially cloudy,24.7
Resort Hotel,2016-12-23,18.8,10.6,14.1,0.0,0,0.0,17.5,Clear,0.0
Resort Hotel,2016-12-24,18.0,10.5,14.0,0.0,0,0.0,21.1,Clear,0.9
Resort Hotel,2016-12-25,17.7,11.1,14.0,0.0,0,0.0,22.1,Clear,13.8
Resort Hotel,2016-12-26,16.1,10.1,12.7,0.0,0,0.0,19.2,Partially cloudy,68.7
Resort Hotel,2016-12-27,17.0,9.9,12.7,0.0,0,33.5,17.6,Partially cloudy,60.9
Resort Hotel,2016-12-28,18.7,10.8,14.2,0.0,0,0.0,24.6,Partially cloudy,39.5
Resort Hotel,2016-12-29,17.9,11.7,14.3,0.0,0,27.7,26.8,Clear,8.8
Resort Hotel,2016-12-30,16.0,11.1,13.7,0.0,0,29.5,23.0,Clear,4.7
Resort Hotel,2016-12-31,15.8,10.9,12.8,0.0,0,0.0,23.9,Partially cloudy,24.4
Resort Hotel,2017-01-01,15.1,10.7,13.2,0.0,0,0.0,22.7,Partially cloudy,30.8
Resort Hotel,2017-01-02,18.0,14.8,16.3,3.401,100,48.2,37.9,"Rain, Partially cloudy",51.1
Resort Hotel,2017-01-03,18.8,14.2,16.9,5.084,100,0.0,22.2,"Rain, Partially cloudy",44.4
Resort Hotel,2017-01-04,17.7,11.9,14.3,0.016,100,27.7,16.2,"Rain, Partially cloudy",27.3
Resort Hotel,2017-01-05,17.1,9.8,13.2,0.116,100,0.0,11.5,Rain,3.6
Resort Hotel,2017-01-06,16.9,9.2,13.0,0.016,100,31.7,18.6,"Rain, Partially cloudy",55.8
Resort Hotel,2017-01-07,16.2,10.6,12.9,0.0,0,0.0,21.7,Partially cloudy,36.8
Resort Hotel,2017-01-08,16.0,9.3,11.8,0.0,0,0.0,16.7,Partially cloudy,75.0
Resort Hotel,2017-01-09,15.9,5.2,11.0,0.0,0,0.0,12.7,Partially cloudy,27.1
Resort Hotel,2017-01-10,18.0,7.9,12.8,0.0,0,0.0,26.5,Partially cloudy,47.7
Resort Hotel,2017-01-11,17.8,10.5,13.5,0.0,0,0.0,27.8,Partially cloudy,21.3
Resort Hotel,2017-01-12,17.7,10.8,13.8,0.0,0,0.0,13.4,Clear,3.3
Resort Hotel,2017-01-13,15.6,9.8,12.5,0.0,0,50.0,26.7,Clear,8.7
Resort Hotel,2017-01-14,15.2,6.2,10.4,0.0,0,0.0,18.5,Partially cloudy,24.6
Resort Hotel,2017-01-15,15.9,7.7,11.1,0.0,0,31.7,31.4,Clear,0.4
Resort Hotel,2017-01-16,16.5,8.0,11.6,0.0,0,0.0,15.7,Clear,0.4
Resort Hotel,2017-01-17,17.6,6.3,11.7,0.0,0,0.0,25.5,Clear,0.0
Resort Hotel,2017-01-18,12.0,3.8,7.8,0.0,0,0.0,34.7,Clear,1.7
Resort Hotel,2017-01-19,12.0,3.2,6.8,0.0,0,0.0,19.5,Partially cloudy,36.6
Resort Hotel,2017-01-20,12.3,3.3,7.8,0.0,0,0.0,23.5,Clear,13.1
Resort Hotel,2017-01-21,15.6,5.9,9.9,0.0,0,31.7,16.0,Clear,10.6
Resort Hotel,2017-01-22,15.7,6.7,10.6,0.51,100,0.0,21.6,Rain,8.1
Resort Hotel,2017-01-23,16.5,5.2,10.3,0.0,0,0.0,22.8,Clear,1.5
Resort Hotel,2017-01-24,15.8,4.4,9.7,0.0,0,0.0,14.9,Clear,9.1
Resort Hotel,2017-01-25,14.3,3.3,9.9,0.0,0,0.0,12.9,Partially cloudy,31.6
Resort Hotel,2017-01-26,15.0,12.1,13.8,18.576,100,0.0,39.4,"Rain, Partially cloudy",49.2
Resort Hotel,2017-01-27,16.0,9.7,12.9,6.304,100,82.8,38.2,"Rain, Partially cloudy",47.5
Resort Hotel,2017-01-28,15.8,6.9,11.4,0.0,0,0.0,14.3,Partially cloudy,44.3
Resort Hotel,2017-01-29,15.5,8.0,12.0,0.0,0,0.0,11.0,Partially cloudy,33.9
Resort Hotel,2017-01-30,16.0,8.2,12.1,0.032,100,0.0,14.6,"Rain, Partially cloudy",33.2
Resort Hotel,2017-01-31,15.8,10.9,13.5,2.947,100,0.0,23.0,"Rain, Partially cloudy",32.8
Resort Hotel,2017-02-01,16.1,9.3,13.5,0.184,100,0.0,17.6,"Rain, Partially cloudy",32.1
Resort Hotel,2017-02-02,17.1,13.1,15.3,3.887,100,0.0,32.0,"Rain, Partially cloudy",43.2
Resort Hotel,2017-02-03,17.1,14.1,15.7,0.0,0,0.0,22.7,Partially cloudy,33.2
Resort Hotel,2017-02-04,17.2,15.3,16.2,0.744,100,0.0,33.7,"Rain, Partially cloudy",40.5
Resort Hotel,2017-02-05,17.7,10.7,15.0,0.336,100,0.0,35.9,"Rain, Partially cloudy",31.7
Resort Hotel,2017-02-06,16.1,7.2,11.8,0.0,0,0.0,16.4,Clear,17.5
Resort Hotel,2017-02-07,16.0,8.1,12.7,0.0,0,0.0,25.0,Partially cloudy,62.6
Resort Hotel,2017-02-08,16.1,8.4,11.6,0.0,0,0.0,14.7,Clear,15.6
Resort Hotel,2017-02-09,14.4,8.3,11.4,0.275,100,0.0,22.4,"Rain, Partially cloudy",71.2
Resort Hotel,2017-02-10,12.0,8.2,10.5,3.459,100,0.0,24.3,"Rain, Partially cloudy",42.5
