hotel;datetime;tempmax;tempmin;temp;precip;precipprob;windgust;windspeed;conditions;cloudcover
City Hotel;2017-02-10;10,0;6,6;7,8;2,755;100;37,1;14,3;"Rain; Partially cloudy";47,4
City Hotel;2017-02-11;11,1;6,5;8,8;8,457;100;0,0;25,1;"Rain; Partially cloudy";60,8
City Hotel;2017-02-12;14,6;9,5;11,5;16,19;100;42,5;24,6;"Rain; Partially cloudy";52,5
City Hotel;2017-02-13;15,1;9,7;12,3;6,484;100;0,0;27,9;"Rain; Partially cloudy";39,9
City Hotel;2017-02-14;17,5;10,1;13,5;14,967;100;0,0;25,4;"Rain; Partially cloudy";56,1
City Hotel;2017-02-15;17,2;10,6;13,6;0,099;100;27,7;17,6;"Rain; Partially cloudy";78,7
City Hotel;2017-02-16;18,3;11,0;14,2;0,0;0;0,0;17,8;Partially cloudy;22,7
City Hotel;2017-02-17;18,1;10,0;13,7;0,0;0;37,1;17,8;Partially cloudy;55,5
City Hotel;2017-02-18;16,0;10,1;12,6;0,0;0;35,3;21,3;Partially cloudy;35,4
City Hotel;2017-02-19;16,8;9,0;12,9;0,706;100;0,0;28,7;"Rain; Partially cloudy";24,8
City Hotel;2017-02-20;18,1;11,1;14,5;0,0;0;0,0;32,2;Clear;1,7
City Hotel;2017-02-21;18,1;12,1;15,0;0,0;0;0,0;28,2;Clear;11,3
City Hotel;2017-02-22;19,7;12,1;15,5;0,0;0;0,0;21,7;Clear;1,8
City Hotel;2017-02-23;18,0;12,6;14,5;0,0;0;0,0;27,8;Clear;15,7
City Hotel;2017-02-24;17,9;11,6;14,0;0,0;0;48,2;24,9;Partially cloudy;44,1
City Hotel;2017-02-25;15,6;10,6;12,7;0,0;0;35,3;14,3;Partially cloudy;52,3
City Hotel;2017-02-26;15,6;10,6;12,6;0,0;0;0,0;17,8;Partially cloudy;79,3
City Hotel;2017-02-27;16,4;10,7;13,0;2,327;100;0,0;21,3;"Rain; Partially cloudy";63,2
City Hotel;2017-02-28;16,4;10,6;12,8;0,0;0;0,0;17,3;Partially cloudy;55,4
City Hotel;2017-03-01;14,7;11,0;12,8;0,0;0;27,7;13,7;Partially cloudy;68,2
City Hotel;2017-03-02;17,4;10,5;13,0;0,0;0;0,0;17,8;Partially cloudy;58,1
City Hotel;2017-03-03;13,1;8,0;10,1;13,605;100;55,4;38,5;"Rain; Partially cloudy";53,0
City Hotel;2017-03-04;14,7;8,1;11,1;8,091;100;0,0;28,1;"Rain; Partially cloudy";56,7
City Hotel;2017-03-05;16,5;13,1;14,7;0,119;100;0,0;18,0;"Rain; Partially cloudy";64,9
City Hotel;2017-03-06;18,8;12,5;15,2;0,282;100;0,0;14,4;"Rain; Partially cloudy";56,5
City Hotel;2017-03-07;21,2;12,2;16,2;0,0;0;35,3;21,4;Partially cloudy;38,3
City Hotel;2017-03-08;22,0;11,9;16,7;0,0;0;38,9;20,7;Clear;18,8
City Hotel;2017-03-09;25,1;13,0;18,9;0,0;0;0,0;17,5;Clear;0,8
City Hotel;2017-03-10;23,5;13,7;17,9;0,0;0;0,0;14,5;Clear;9,7
City Hotel;2017-03-11;18,5;12,6;15,5;0,0;0;0,0;25,4;Partially cloudy;40,4
City Hotel;2017-03-12;17,5;12,1;13,9;0,0;0;66,6;41,2;Partially cloudy;38,3
City Hotel;2017-03-13;16,1;10,6;13,4;0,0;0;57,6;35,0;Partially cloudy;22,7
City Hotel;2017-03-14;16,7;12,9;14,7;0,0;0;0,0;31,9;Partially cloudy;49,1
City Hotel;2017-03-15;21,5;15,0;17,1;0,0;0;35,3;28,7;Partially cloudy;79,0
City Hotel;2017-03-16;20,0;11,6;15,2;0,0;0;31,7;20,9;Partially cloudy;73,6
City Hotel;2017-03-17;18,6;13,0;15,9;0,0;0;44,6;25,1;Partially cloudy;58,7
City Hotel;2017-03-18;22,7;12,4;17,5;0,0;0;35,3;21,2;Clear;0,0
City Hotel;2017-03-19;22,9;11,6;15,5;0,0;0;48,2;27,9;Partially cloudy;36,5
City Hotel;2017-03-20;17,0;12,1;13,6;0,0;0;44,6;22,1;Partially cloudy;66,7
City Hotel;2017-03-21;16,6;11,1;13,8;0,003;100;0,0;21,4;"Rain; Partially cloudy";52,8
City Hotel;2017-03-22;14,5;7,6;11,5;2,223;100;57,6;28,8;"Rain; Partially cloudy";50,6
City Hotel;2017-03-23;11,6;6,1;8,1;7,407;100;44,6;25,0;"Rain; Partially cloudy";45,7
City Hotel;2017-03-24;13,0;6,5;9,0;6,184;100;0,0;21,3;"Rain; Partially cloudy";48,4
City Hotel;2017-03-25;14,1;8,1;10,9;1,708;100;0,0;35,5;"Rain; Partially cloudy";53,2
City Hotel;2017-03-26;11,7;9,5;10,3;34,089;100;44,6;22,0;"Rain; Partially cloudy";60,4
City Hotel;2017-03-27;17,0;10,2;13,8;0,175;100;0,0;28,4;"Rain; Partially cloudy";42,4
City Hotel;2017-03-28;18,9;10,4;13,5;0,005;100;0,0;21,4;"Rain; Partially cloudy";53,8
City Hotel;2017-03-29;22,0;10,4;15,6;0,0;0;0,0;20,9;Partially cloudy;59,0
City Hotel;2017-03-30;21,0;12,5;15,9;0,0;0;0,0;28,5;Partially cloudy;68,5
City Hotel;2017-03-31;18,9;12,1;15,4;0,0;0;0,0;24,5;Partially cloudy;36,4
City Hotel;2017-04-01;18,5;11,5;14,4;0,0;0;0,0;21,6;Partially cloudy;41,9
City Hotel;2017-04-02;20,1;10,6;14,8;0,0;0;0,0;18,3;Partially cloudy;24,4
City Hotel;2017-04-03;23,6;12,0;16,8;0,0;0;0,0;27,4;Partially cloudy;20,6
City Hotel;2017-04-04;24,0;13,6;18,2;0,0;0;0,0;20,8;Clear;16,1
City Hotel;2017-04-05;25,0;14,0;19,8;0,0;0;0,0;21,6;Clear;9,5
City Hotel;2017-04-06;22,7;13,6;18,7;0,0;0;51,8;27,9;Clear;0,0
City Hotel;2017-04-07;25,6;13,9;19,5;0,0;0;29,5;17,4;Clear;0,0
City Hotel;2017-04-08;24,6;14,9;19,4;0,0;0;37,1;14,6;Clear;3,8
City Hotel;2017-04-09;24,6;13,5;18,7;0,0;0;0,0;24,3;Partially cloudy;63,3
City Hotel;2017-04-10;25,0;14,1;19,8;0,0;0;0,0;20,5;Partially cloudy;61,5
City Hotel;2017-04-11;28,0;15,5;20,6;0,0;0;0,0;23,5;Clear;7,8
City Hotel;2017-04-12;26,2;14,5;19,7;0,0;0;0,0;21,0;Clear;7,7
City Hotel;2017-04-13;21,5;13,6;17,1;0,0;0;0,0;18,0;Partially cloudy;27,5
City Hotel;2017-04-14;21,9;13,6;17,4;0,0;0;0,0;21,1;Partially cloudy;42,7
City Hotel;2017-04-15;23,0;14,0;17,5;0,0;0;0,0;21,1;Partially cloudy;44,4
City Hotel;2017-04-16;24,0;13,1;17,8;0,0;0;0,0;21,3;Partially cloudy;47,6
City Hotel;2017-04-17;26,6;12,8;19,1;0,0;0;33,5;11,7;Partially cloudy;23,0
City Hotel;2017-04-18;24,1;17,5;21,1;0,0;0;53,6;38,4;Partially cloudy;49,6
City Hotel;2017-04-19;24,9;16,1;20,0;0,0;0;38,9;28,5;Partially cloudy;41,9
City Hotel;2017-04-20;26,0;15,5;20,2;0,0;0;40,7;21,5;Partially cloudy;49,4
City Hotel;2017-04-21;23,0;15,0;18,3;0,0;0;50,0;24,8;Partially cloudy;66,8
City Hotel;2017-04-22;24,0;14,6;18,1;0,0;0;37,1;14,8;Partially cloudy;50,4
City Hotel;2017-04-23;24,0;17,0;19,7;0,0;0;0,0;21,3;Partially cloudy;43,9
City Hotel;2017-04-24;23,1;14,9;18,5;0,0;0;0,0;20,5;Partially cloudy;62,6
City Hotel;2017-04-25;20,5;13,6;16,1;0,0;0;0,0;21,0;Partially cloudy;45,5
City Hotel;2017-04-26;19,3;12,5;14,9;0,0;0;0,0;21,2;Partially cloudy;51,4
City Hotel;2017-04-27;20,1;11,4;15,3;0,0;0;0,0;25,0;Partially cloudy;65,1
City Hotel;2017-04-28;21,2;13,4;16,9;0,0;0;42,5;34,8;Partially cloudy;49,1
City Hotel;2017-04-29;19,9;12,4;15,6;0,0;0;31,7;20,7;Partially cloudy;32,1
City Hotel;2017-04-30;18,0;12,6;15,2;5,972;100;42,5;35,2;"Rain; Partially cloudy";45,3
City Hotel;2017-05-01;19,1;10,9;14,4;0,0;0;31,7;18,0;Partially cloudy;23,7
City Hotel;2017-05-02;25,2;11,4;17,5;0,0;0;0,0;17,9;Partially cloudy;52,2
City Hotel;2017-05-03;29,5;15,3;21,0;0,0;0;33,5;15,8;Partially cloudy;53,5
City Hotel;2017-05-04;22,5;16,8;18,6;0,0;0;0,0;28,6;Partially cloudy;68,5
City Hotel;2017-05-05;19,9;13,0;15,9;18,604;100;46,4;31,3;"Rain; Partially cloudy";45,4
City Hotel;2017-05-06;21,5;14,5;17,6;0,0;0;25,9;21,4;Partially cloudy;31,5
City Hotel;2017-05-07;26,6;14,6;19,8;0,0;0;37,1;27,2;Partially cloudy;37,0
City Hotel;2017-05-08;25,7;15,6;20,8;0,0;0;0,0;17,3;Partially cloudy;60,9
City Hotel;2017-05-09;21,4;15,4;17,9;2,831;100;44,6;35,6;"Rain; Partially cloudy";45,1
City Hotel;2017-05-10;19,4;15,6;16,8;6,512;100;46,4;32,9;"Rain; Partially cloudy";50,5
City Hotel;2017-05-11;19,5;13,3;16,2;21,523;100;57,6;35,0;"Rain; Partially cloudy";53,8
City Hotel;2017-05-12;20,0;14,1;17,0;10,598;100;44,6;31,5;"Rain; Partially cloudy";56,4
City Hotel;2017-05-13;20,0;14,0;17,1;0,094;100;0,0;25,2;"Rain; Partially cloudy";40,5
City Hotel;2017-05-14;22,4;15,6;18,6;0,0;0;0,0;24,9;Partially cloudy;43,1
City Hotel;2017-05-15;27,1;16,4;21,3;0,0;0;29,5;18,0;Partially cloudy;57,5
City Hotel;2017-05-16;30,6;20,5;24,0;0,0;0;0,0;27,9;Partially cloudy;84,8
City Hotel;2017-05-17;25,0;15,5;20,9;0,0;0;42,5;35,0;Partially cloudy;46,8
City Hotel;2017-05-18;19,5;14,1;16,4;0,0;0;0,0;31,8;Partially cloudy;35,2
City Hotel;2017-05-19;21,1;12,5;16,6;0,0;0;0,0;28,6;Clear;15,0
City Hotel;2017-05-20;30,0;13,1;21,5;0,0;0;36,0;24,3;Partially cloudy;38,7
City Hotel;2017-05-21;27,9;19,2;22,6;0,0;0;44,6;28,0;Partially cloudy;65,2
City Hotel;2017-05-22;26,4;17,5;21,1;0,0;0;33,5;27,6;Partially cloudy;32,2
City Hotel;2017-05-23;32,1;17,5;24,0;0,0;0;0,0;21,3;Clear;7,5
City Hotel;2017-05-24;30,1;17,7;24,3;0,0;0;33,5;21,4;Clear;19,6
City Hotel;2017-05-25;28,7;18,9;24,1;0,243;100;0,0;21,5;"Rain; Partially cloudy";30,4
City Hotel;2017-05-26;21,7;16,7;18,9;0,0;0;0,0;21,0;Partially cloudy;50,0
City Hotel;2017-05-27;22,9;16,5;18,7;0,0;0;0,0;23,8;Partially cloudy;57,8
City Hotel;2017-05-28;23,0;17,1;19,1;0,121;100;0,0;28,4;"Rain; Partially cloudy";54,5
City Hotel;2017-05-29;23,4;17,1;19,2;1,545;100;0,0;24,4;"Rain; Partially cloudy";52,2
City Hotel;2017-05-30;24,4;16,6;19,8;0,0;0;46,4;28,2;Partially cloudy;34,6
City Hotel;2017-05-31;25,1;16,5;20,0;0,0;0;0,0;28,1;Partially cloudy;26,7
City Hotel;2017-06-01;26,6;16,0;20,0;0,0;0;42,5;34,7;Partially cloudy;21,7
City Hotel;2017-06-02;26,0;15,6;19,8;0,0;0;51,8;31,9;Partially cloudy;26,9
City Hotel;2017-06-03;22,0;16,0;18,4;0,0;0;55,4;34,7;Partially cloudy;41,6
City Hotel;2017-06-04;22,1;15,2;18,2;0,0;0;48,2;38,4;Partially cloudy;29,2
City Hotel;2017-06-05;24,4;15,1;19,1;0,0;0;0,0;24,4;Partially cloudy;32,2
City Hotel;2017-06-06;23,5;16,9;19,7;0,0;0;46,4;28,0;Partially cloudy;41,7
City Hotel;2017-06-07;32,2;16,0;23,7;0,0;0;40,7;27,3;Clear;3,9
City Hotel;2017-06-08;25,9;18,0;22,7;0,0;0;0,0;27,8;Partially cloudy;43,4
City Hotel;2017-06-09;26,6;18,0;21,6;0,0;0;0,0;21,1;Partially cloudy;67,1
City Hotel;2017-06-10;29,2;18,0;22,8;0,0;0;0,0;25,1;Partially cloudy;58,3
City Hotel;2017-06-11;28,1;18,5;22,3;0,0;0;48,2;31,4;Partially cloudy;41,3
City Hotel;2017-06-12;32,4;18,5;23,9;0,0;0;0,0;28,4;Partially cloudy;38,0
City Hotel;2017-06-13;30,5;18,4;23,9;0,0;0;0,0;26,6;Partially cloudy;35,6
City Hotel;2017-06-14;26,5;19,4;22,9;0,0;0;0,0;20,7;Partially cloudy;21,4
City Hotel;2017-06-15;29,1;17,4;22,8;0,0;0;0,0;31,6;Clear;13,2
City Hotel;2017-06-16;36,0;17,9;26,0;0,0;0;33,5;23,9;Clear;10,9
City Hotel;2017-06-17;39,6;23,3;31,1;0,094;100;46,4;32,0;"Rain; Partially cloudy";32,6
City Hotel;2017-06-18;36,3;24,6;30,8;0,0;0;0,0;21,3;Partially cloudy;28,4
City Hotel;2017-06-19;35,7;22,3;28,1;0,0;0;35,3;35,3;Partially cloudy;21,0
City Hotel;2017-06-20;31,6;21,7;26,0;0,0;0;0,0;28,1;Clear;4,4
City Hotel;2017-06-21;25,2;20,0;22,3;0,0;0;0,0;21,2;Partially cloudy;39,0
City Hotel;2017-06-22;27,5;18,5;22,2;0,0;0;44,6;24,5;Partially cloudy;31,5
City Hotel;2017-06-23;29,0;18,0;23,1;0,0;0;0,0;27,9;Partially cloudy;32,1
City Hotel;2017-06-24;25,5;19,0;21,9;0,0;0;0,0;24,7;Partially cloudy;57,1
City Hotel;2017-06-25;25,4;18,4;20,3;0,1;100;0,0;24,6;"Rain; Partially cloudy";48,9
City Hotel;2017-06-26;24,7;18,0;20,4;0,0;0;0,0;27,2;Partially cloudy;52,8
City Hotel;2017-06-27;24,9;17,2;21,0;0,0;0;0,0;24,6;Partially cloudy;44,6
City Hotel;2017-06-28;24,8;18,1;20,6;0,204;100;46,4;25,1;"Rain; Partially cloudy";55,8
City Hotel;2017-06-29;22,6;16,5;19,0;0,0;0;50,0;28,3;Partially cloudy;45,7
City Hotel;2017-06-30;22,1;15,0;18,4;0,0;0;55,4;41,3;Partially cloudy;32,6
City Hotel;2017-07-01;25,2;15,1;19,6;0,0;0;48,2;35,1;Clear;2,1
City Hotel;2017-07-02;33,2;18,9;25,2;0,0;0;0,0;28,0;Clear;0,4
City Hotel;2017-07-03;33,2;21,0;27,5;0,0;0;0,0;21,0;Clear;0,0
City Hotel;2017-07-04;27,8;19,1;23,1;0,0;0;0,0;27,7;Clear;18,5
City Hotel;2017-07-05;23,1;17,6;20,0;0,0;0;0,0;17,5;Partially cloudy;47,2
City Hotel;2017-07-06;24,0;16,6;19,7;1,002;100;40,7;21,3;"Rain; Partially cloudy";42,7
City Hotel;2017-07-07;24,6;17,6;20,8;0,0;0;44,6;21,8;Partially cloudy;46,0
City Hotel;2017-07-08;22,4;18,5;19,8;0,0;0;0,0;18,6;Partially cloudy;70,7
City Hotel;2017-07-09;25,4;18,0;20,8;0,0;0;35,3;25,0;Partially cloudy;61,7
City Hotel;2017-07-10;25,0;18,0;20,6;0,0;0;0,0;31,7;Partially cloudy;38,3
City Hotel;2017-07-11;28,7;16,6;22,1;0,0;0;53,6;28,3;Clear;20,0
City Hotel;2017-07-12;32,6;19,1;25,4;0,0;0;0,0;27,3;Partially cloudy;21,8
City Hotel;2017-07-13;32,6;22,5;26,6;0,0;0;0,0;31,5;Clear;14,6
City Hotel;2017-07-14;30,9;18,9;24,1;0,0;0;42,5;24,3;Clear;13,1
City Hotel;2017-07-15;31,9;17,6;23,7;0,0;0;0,0;17,3;Clear;7,7
City Hotel;2017-07-16;29,4;18,4;23,3;0,0;0;29,5;17,5;Partially cloudy;26,8
City Hotel;2017-07-17;26,7;17,0;21,4;0,0;0;0,0;17,9;Partially cloudy;31,3
City Hotel;2017-07-18;24,4;17,5;20,8;0,0;0;0,0;17,6;Partially cloudy;70,7
City Hotel;2017-07-19;25,9;18,6;21,4;0,095;100;0,0;21,2;"Rain; Partially cloudy";62,7
City Hotel;2017-07-20;23,4;17,1;19,8;0,0;0;55,4;28,8;Partially cloudy;41,0
City Hotel;2017-07-21;24,0;16,5;19,7;0,0;0;51,8;29,4;Partially cloudy;29,4
City Hotel;2017-07-22;26,0;17,6;21,1;0,0;0;46,4;25,2;Partially cloudy;36,5
City Hotel;2017-07-23;27,1;16,6;21,5;0,0;0;61,2;38,8;Partially cloudy;26,4
City Hotel;2017-07-24;27,9;18,6;21,9;0,0;0;61,2;35,6;Partially cloudy;37,1
City Hotel;2017-07-25;31,7;18,1;23,9;0,0;0;61,2;34,9;Partially cloudy;21,7
City Hotel;2017-07-26;32,1;20,0;25,6;0,0;0;0,0;30,8;Clear;16,6
City Hotel;2017-07-27;28,4;18,0;22,9;0,0;0;51,8;24,9;Clear;19,9
City Hotel;2017-07-28;31,5;19,5;24,5;0,0;0;0,0;28,0;Partially cloudy;29,2
City Hotel;2017-07-29;31,2;19,6;23,6;0,0;0;0,0;28,6;Partially cloudy;24,6
City Hotel;2017-07-30;27,1;19,5;22,3;0,0;0;44,6;31,4;Partially cloudy;31,3
City Hotel;2017-07-31;23,5;17,0;19,9;0,001;100;0,0;24,5;"Rain; Partially cloudy";34,2
City Hotel;2017-08-01;26,5;16,9;21,0;0,0;0;0,0;21,8;Partially cloudy;35,4
City Hotel;2017-08-02;27,1;17,1;21,7;0,0;0;0,0;24,6;Partially cloudy;22,0
City Hotel;2017-08-03;30,6;20,0;24,5;0,0;0;0,0;28,0;Partially cloudy;29,0
City Hotel;2017-08-04;31,6;21,0;25,0;0,0;0;0,0;30,9;Partially cloudy;34,2
City Hotel;2017-08-05;26,6;19,1;22,4;0,0;0;46,4;34,5;Partially cloudy;43,3
City Hotel;2017-08-06;30,6;17,1;22,8;0,0;0;40,7;24,7;Clear;14,9
City Hotel;2017-08-07;25,4;17,2;20,4;0,0;0;50,0;28,6;Partially cloudy;37,2
City Hotel;2017-08-08;24,6;16,0;19,7;0,0;0;61,2;35,7;Partially cloudy;21,0
City Hotel;2017-08-09;23,1;16,1;19,2;0,0;0;68,4;38,6;Partially cloudy;21,0
City Hotel;2017-08-10;30,2;18,1;22,7;0,0;0;42,5;31,8;Clear;3,8
City Hotel;2017-08-11;33,8;16,4;25,7;0,0;0;33,5;28,0;Clear;3,7
City Hotel;2017-08-12;34,1;20,4;27,4;0,0;0;38,9;21,4;Partially cloudy;33,3
City Hotel;2017-08-13;31,8;20,2;25,9;0,0;0;31,7;25,1;Clear;12,4
City Hotel;2017-08-14;30,0;18,4;23,3;0,0;0;0,0;24,7;Partially cloudy;21,4
City Hotel;2017-08-15;29,0;18,0;22,0;0,0;0;0,0;28,1;Partially cloudy;42,6
City Hotel;2017-08-16;28,7;17,5;22,6;0,0;0;0,0;28,6;Clear;10,0
City Hotel;2017-08-17;32,4;20,0;24,5;0,0;0;51,8;32,1;Partially cloudy;25,4
City Hotel;2017-08-18;29,0;19,0;23,8;0,0;0;57,6;39,0;Partially cloudy;22,6
City Hotel;2017-08-19;31,5;19,5;24,4;0,0;0;0,0;31,1;Partially cloudy;22,3
City Hotel;2017-08-20;33,6;21,3;26,0;0,0;0;31,7;25,0;Clear;5,1
City Hotel;2017-08-21;29,6;20,1;24,9;0,0;0;0,0;24,5;Clear;1,7
City Hotel;2017-08-22;30,5;18,2;23,7;0,0;0;25,2;18,1;Clear;17,3
City Hotel;2017-08-23;30,4;18,6;23,4;0,0;0;32,4;31,4;Partially cloudy;47,7
City Hotel;2017-08-24;28,4;18,1;22,0;0,0;0;33,5;24,2;Partially cloudy;37,2
City Hotel;2017-08-25;28,6;16,4;22,0;0,0;0;0,0;17,7;Partially cloudy;54,0
City Hotel;2017-08-26;28,7;20,1;23,4;0,0;0;27,7;21,4;Partially cloudy;56,4
City Hotel;2017-08-27;25,4;18,1;21,3;0,0;0;37,1;28,3;Partially cloudy;32,1
City Hotel;2017-08-28;23,9;17,7;19,8;6,48;100;0,0;17,4;"Rain; Partially cloudy";46,6
City Hotel;2017-08-29;23,6;17,1;20,1;0,85;100;0,0;21,9;"Rain; Partially cloudy";43,0
City Hotel;2017-08-30;26,9;17,5;21,3;0,0;0;0,0;24,1;Partially cloudy;30,2
City Hotel;2017-08-31;28,0;17,6;21,7;0,0;0;46,4;31,1;Partially cloudy;22,0
